n_departement,type_equipement_ou_lieu,fonction_1
62,Monument,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
65,Monument,Préservation
65,Monument,Préservation
66,Espace protégé,Préservation
68,Espace protégé,Préservation
70,Monument,Préservation
74,Espace protégé,Préservation
74,Espace protégé,Préservation
84,Espace protégé,Préservation
99,Espace protégé,Préservation
67,Scène,DIffusion
80,Scène,DIffusion
83,Scène,DIffusion
79,Parc et jardin,Préservation
61,Parc et jardin,
61,Parc et jardin,
69,Musée,Préservation
73,Musée,Préservation
74,Musée,Préservation
58,Musée,Préservation
60,Musée,Préservation
93,Musée,Préservation
17,Musée,Préservation
06,Musée,Préservation
43,Musée,Préservation
57,Musée,Préservation
99,Musée,Préservation
01,Espace protégé,Préservation
03,Espace protégé,Préservation
03,Espace protégé,Préservation
03,Espace protégé,Préservation
03,Espace protégé,Préservation
05,Espace protégé,Préservation
06,Espace protégé,Préservation
06,Espace protégé,Préservation
06,Espace protégé,Préservation
07,Espace protégé,Préservation
08,Espace protégé,Préservation
09,Espace protégé,Préservation
10,Espace protégé,Préservation
10,Espace protégé,Préservation
11,Espace protégé,Préservation
12,Espace protégé,Préservation
13,Espace protégé,Préservation
13,Espace protégé,Préservation
13,Espace protégé,Préservation
13,Espace protégé,Préservation
14,Espace protégé,Préservation
15,Espace protégé,Préservation
16,Espace protégé,Préservation
16,Espace protégé,Préservation
17,Espace protégé,Préservation
17,Espace protégé,Préservation
17,Espace protégé,Préservation
19,Espace protégé,Préservation
19,Espace protégé,Préservation
21,Espace protégé,Préservation
21,Espace protégé,Préservation
22,Espace protégé,Préservation
22,Espace protégé,Préservation
22,Espace protégé,Préservation
24,Espace protégé,Préservation
24,Espace protégé,Préservation
24,Espace protégé,Préservation
24,Espace protégé,Préservation
25,Espace protégé,Préservation
26,Espace protégé,Préservation
26,Espace protégé,Préservation
26,Espace protégé,Préservation
27,Espace protégé,Préservation
28,Espace protégé,Préservation
28,Espace protégé,Préservation
28,Espace protégé,Préservation
28,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
29,Espace protégé,Préservation
30,Espace protégé,Préservation
30,Espace protégé,Préservation
30,Espace protégé,Préservation
30,Espace protégé,Préservation
30,Espace protégé,Préservation
32,Espace protégé,Préservation
32,Espace protégé,Préservation
33,Espace protégé,Préservation
33,Espace protégé,Préservation
33,Espace protégé,Préservation
34,Espace protégé,Préservation
35,Espace protégé,Préservation
37,Espace protégé,Préservation
37,Espace protégé,Préservation
37,Espace protégé,Préservation
37,Espace protégé,Préservation
38,Espace protégé,Préservation
38,Espace protégé,Préservation
38,Espace protégé,Préservation
38,Espace protégé,Préservation
39,Espace protégé,Préservation
39,Espace protégé,Préservation
39,Espace protégé,Préservation
40,Espace protégé,Préservation
41,Espace protégé,Préservation
41,Espace protégé,Préservation
41,Espace protégé,Préservation
42,Espace protégé,Préservation
42,Espace protégé,Préservation
42,Espace protégé,Préservation
43,Espace protégé,Préservation
44,Espace protégé,Préservation
44,Espace protégé,Préservation
45,Espace protégé,Préservation
45,Espace protégé,Préservation
45,Espace protégé,Préservation
45,Espace protégé,Préservation
45,Espace protégé,Préservation
45,Espace protégé,Préservation
46,Espace protégé,Préservation
46,Espace protégé,Préservation
47,Espace protégé,Préservation
49,Espace protégé,Préservation
49,Espace protégé,Préservation
49,Espace protégé,Préservation
49,Espace protégé,Préservation
49,Espace protégé,Préservation
51,Espace protégé,Préservation
51,Espace protégé,Préservation
53,Espace protégé,Préservation
53,Espace protégé,Préservation
53,Espace protégé,Préservation
54,Espace protégé,Préservation
54,Espace protégé,Préservation
55,Espace protégé,Préservation
56,Espace protégé,Préservation
56,Espace protégé,Préservation
56,Espace protégé,Préservation
56,Espace protégé,Préservation
59,Espace protégé,Préservation
59,Espace protégé,Préservation
59,Espace protégé,Préservation
59,Espace protégé,Préservation
60,Espace protégé,Préservation
61,Espace protégé,Préservation
61,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
62,Espace protégé,Préservation
63,Espace protégé,Préservation
63,Espace protégé,Préservation
63,Espace protégé,Préservation
63,Espace protégé,Préservation
63,Espace protégé,Préservation
65,Espace protégé,Préservation
65,Espace protégé,Préservation
66,Espace protégé,Préservation
66,Espace protégé,Préservation
67,Espace protégé,Préservation
68,Espace protégé,Préservation
69,Espace protégé,Préservation
70,Espace protégé,Préservation
70,Espace protégé,Préservation
71,Espace protégé,Préservation
72,Espace protégé,Préservation
72,Espace protégé,Préservation
72,Espace protégé,Préservation
76,Espace protégé,Préservation
76,Espace protégé,Préservation
77,Espace protégé,Préservation
77,Espace protégé,Préservation
78,Espace protégé,Préservation
78,Espace protégé,Préservation
78,Espace protégé,Préservation
79,Espace protégé,Préservation
81,Espace protégé,Préservation
81,Espace protégé,Préservation
82,Espace protégé,Préservation
82,Espace protégé,Préservation
83,Espace protégé,Préservation
83,Espace protégé,Préservation
85,Espace protégé,Préservation
85,Espace protégé,Préservation
85,Espace protégé,Préservation
86,Espace protégé,Préservation
86,Espace protégé,Préservation
87,Espace protégé,Préservation
88,Espace protégé,Préservation
88,Espace protégé,Préservation
88,Espace protégé,Préservation
89,Espace protégé,Préservation
89,Espace protégé,Préservation
89,Espace protégé,Préservation
91,Espace protégé,Préservation
91,Espace protégé,Préservation
92,Espace protégé,Préservation
93,Espace protégé,Préservation
95,Espace protégé,Préservation
95,Espace protégé,Préservation
973,Espace protégé,Préservation
93,Centre d'art,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
54,Bibliothèque,Diffusion
71,Bibliothèque,Diffusion
56,Bibliothèque,Diffusion
45,Bibliothèque,Diffusion
45,Bibliothèque,Diffusion
45,Bibliothèque,Diffusion
45,Bibliothèque,Diffusion
45,Bibliothèque,Diffusion
67,Bibliothèque,Diffusion
60,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
37,Bibliothèque,Diffusion
80,Bibliothèque,Diffusion
49,Bibliothèque,Diffusion
30,Bibliothèque,Diffusion
971,Bibliothèque,Diffusion
88,Bibliothèque,Diffusion
09,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
59,Bibliothèque,Diffusion
59,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
47,Bibliothèque,Diffusion
76,Bibliothèque,Diffusion
13,Bibliothèque,Diffusion
43,Bibliothèque,Diffusion
06,Bibliothèque,Diffusion
83,Bibliothèque,Diffusion
62,Bibliothèque,Diffusion
56,Bibliothèque,Diffusion
62,Bibliothèque,Diffusion
80,Bibliothèque,Diffusion
2B,Bibliothèque,Diffusion
76,Bibliothèque,Diffusion
2B,Bibliothèque,Diffusion
70,Bibliothèque,Diffusion
77,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
85,Bibliothèque,Diffusion
08,Bibliothèque,Diffusion
69,Bibliothèque,Diffusion
65,Bibliothèque,Diffusion
95,Bibliothèque,Diffusion
34,Bibliothèque,Diffusion
54,Bibliothèque,Diffusion
38,Bibliothèque,Diffusion
61,Bibliothèque,Diffusion
04,Bibliothèque,Diffusion
60,Bibliothèque,Diffusion
88,Bibliothèque,Diffusion
58,Bibliothèque,Diffusion
74,Bibliothèque,Diffusion
59,Bibliothèque,Diffusion
34,Bibliothèque,Diffusion
48,Bibliothèque,Diffusion
52,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
68,Bibliothèque,Diffusion
77,Bibliothèque,Diffusion
18,Bibliothèque,Diffusion
18,Bibliothèque,Diffusion
57,Bibliothèque,Diffusion
57,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
2A,Bibliothèque,Diffusion
76,Bibliothèque,Diffusion
63,Bibliothèque,Diffusion
44,Librairie,Diffusion
02,Librairie,Diffusion
83,Librairie,Diffusion
33,Conservatoire,Education et formation
78,Conservatoire,Education et formation
83,Conservatoire,Education et formation
66,Conservatoire,Education et formation
41,Centre de création artistique,Création
14,Centre de création artistique,Création
56,Centre de création artistique,Création
75,Centre de création artistique,Création
973,Centre d'art,Création
55,Cinéma,Diffusion
40,Cinéma,Diffusion
17,Cinéma,Diffusion
13,Cinéma,Diffusion
2A,Musée,Préservation
54,Musée,Préservation
88,Musée,Préservation
971,Musée,Préservation
92,Musée,Préservation
95,Musée,Préservation
49,Musée,Préservation
53,Musée,Préservation
72,Musée,Préservation
06,Musée,Préservation
84,Musée,Préservation
72,Scène,Création
72,Scène,Création
72,Scène,Création
72,Scène,Création
63,Centre de création musicale,Diffusion
33,Centre de création musicale,Diffusion
31,Centre de création musicale,Diffusion
68,Espace protégé,Préservation
13,Espace protégé,Préservation
71,Espace protégé,Préservation
71,Espace protégé,Préservation
35,Espace protégé,Préservation
26,Espace protégé,Préservation
64,Espace protégé,Préservation
63,Espace protégé,Préservation
69,Musée,Diffusion
22,Musée,Diffusion
14,Musée,Diffusion
14,Musée,Diffusion
31,Musée,Diffusion
46,Musée,Diffusion
59,Musée,Préservation
87,Musée,Préservation
44,Cinéma,Diffusion
44,Cinéma,Diffusion
44,Cinéma,Diffusion
44,Cinéma,Diffusion
44,Cinéma,Diffusion
44,Cinéma,Diffusion
45,Cinéma,Diffusion
45,Cinéma,Diffusion
46,Cinéma,Diffusion
46,Cinéma,Diffusion
46,Cinéma,Diffusion
46,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
49,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
50,Cinéma,Diffusion
51,Cinéma,Diffusion
52,Cinéma,Diffusion
53,Cinéma,Diffusion
53,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
54,Cinéma,Diffusion
56,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
57,Cinéma,Diffusion
58,Cinéma,Diffusion
58,Cinéma,Diffusion
59,Cinéma,Diffusion
59,Cinéma,Diffusion
59,Cinéma,Diffusion
59,Cinéma,Diffusion
59,Cinéma,Diffusion
59,Cinéma,Diffusion
36,Cinéma,Diffusion
60,Cinéma,Diffusion
61,Cinéma,Diffusion
61,Cinéma,Diffusion
62,Cinéma,Diffusion
62,Cinéma,Diffusion
62,Cinéma,Diffusion
62,Cinéma,Diffusion
63,Cinéma,Diffusion
63,Cinéma,Diffusion
63,Cinéma,Diffusion
64,Cinéma,Diffusion
64,Cinéma,Diffusion
64,Cinéma,Diffusion
64,Cinéma,Diffusion
65,Cinéma,Diffusion
65,Cinéma,Diffusion
66,Cinéma,Diffusion
66,Cinéma,Diffusion
66,Cinéma,Diffusion
67,Cinéma,Diffusion
67,Cinéma,Diffusion
67,Cinéma,Diffusion
68,Cinéma,Diffusion
68,Cinéma,Diffusion
68,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
69,Cinéma,Diffusion
70,Cinéma,Diffusion
70,Cinéma,Diffusion
71,Cinéma,Diffusion
71,Cinéma,Diffusion
71,Cinéma,Diffusion
71,Cinéma,Diffusion
71,Cinéma,Diffusion
72,Cinéma,Diffusion
72,Cinéma,Diffusion
72,Cinéma,Diffusion
72,Cinéma,Diffusion
73,Cinéma,Diffusion
73,Cinéma,Diffusion
73,Cinéma,Diffusion
73,Cinéma,Diffusion
73,Cinéma,Diffusion
73,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
74,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
75,Cinéma,Diffusion
